event,file,record,day,utc,counts_total,SWEAP_Start,solar_distance_Rs,peak_channel,peak_measure,peak_residual_r,counts_lag_ms,V2_raw_envelope_r0,V2_residual_envelope_r0,V2_residual_signed_r0,V5_raw_envelope_r0,V5_residual_envelope_r0,V5_residual_signed_r0,V1V2_raw_envelope_r0,V1V2_residual_envelope_r0,V1V2_residual_signed_r0,V3V4_raw_envelope_r0,V3V4_residual_envelope_r0,V3V4_residual_signed_r0
2086,psp_fld_l2_tds_wf_20250307_v00.cdf,0,20250307,2025-03-07T00:00:54.874848000,51,0.5257167220115662,110.9156806094581,V5,signed_mean,-0.1777787651480537,0.13333333333333333,-0.036456131387269754,-0.03645613138726975,-0.0759647967931191,0.10680638237071353,0.10680638237071352,-0.041292105729970226,-0.04770541704691618,-0.047705417046916145,0.05653329607705282,-0.057515541351898826,-0.05751554135189885,0.03257553390602703
2087,psp_fld_l2_tds_wf_20250307_v00.cdf,1,20250307,2025-03-07T01:52:09.415985000,270,0.8706907629966736,110.63234008911887,V1V2,signed_mean,0.1847418439089698,-0.7333333333333334,0.1084515757897623,0.10846205031947945,-0.00830445437469434,-0.036014768625626484,-0.03602128859762848,0.08531991852134539,0.07216609910102667,0.07217348135687865,0.11692192631187073,0.09962843710315678,0.09963790192391583,0.050623149985389665
2089,psp_fld_l2_tds_wf_20250307_v00.cdf,3,20250307,2025-03-07T01:52:09.516785000,114,0.09771078079938889,110.63234008911887,V5,envelope,0.18229494468677396,0.6666666666666666,-0.013213266094579151,-0.013213266094579141,0.03070679447505651,0.06267599267715426,0.06267599267715432,0.09258655244446444,0.08255714354210963,0.08255714354210963,0.08354953698346253,0.033938162539812036,0.03393816253981203,0.10584000910352921
2090,psp_fld_l2_tds_wf_20250307_v00.cdf,4,20250307,2025-03-07T01:52:09.556549000,1082,0.13747067749500275,110.63234008911887,V2,envelope,-0.2557284279434545,-0.9333333333333333,-0.10886458047356862,-0.10886458047356865,-0.018048737906706955,0.0427816510983957,0.0427816510983957,-0.011396657562355129,-0.10350597854918181,-0.10350597854918181,0.0012270853351222868,-0.10916957610694888,-0.10916957610694895,0.02800776436022112
2091,psp_fld_l2_tds_wf_20250307_v00.cdf,5,20250307,2025-03-07T01:52:09.611664000,1359,0.1925925463438034,110.63234008911887,V3V4,envelope,-0.4500155897114016,-0.06666666666666667,-0.35790645761415507,-0.35790645761415524,-0.05684524928143302,-0.09280086031581278,-0.09280086031581275,0.0860377350535208,-0.35411003470911717,-0.3541100347091173,0.047722678975824016,-0.40362201015883664,-0.4036220101588367,-0.02554083755997214
2092,psp_fld_l2_tds_wf_20250307_v00.cdf,6,20250307,2025-03-07T01:52:09.628754000,399,0.20968422293663025,110.63234008911887,V2,envelope,-0.19707643777248163,0.8,-0.07966489041192332,-0.07966489041192329,-0.03304844307320848,0.06935575219127184,0.06935575219127177,-0.03268148247959018,0.035809914259202824,0.03580991425920282,-0.012431378692018151,-0.03380987346208268,-0.03380987346208271,-0.04228366814585563
2094,psp_fld_l2_tds_wf_20250307_v00.cdf,8,20250307,2025-03-07T01:52:09.737122000,127,0.3180430829524994,110.63234008911887,V2,envelope,-0.1875646183024191,0.0,-0.18756461830241908,-0.1875646183024191,-0.05719506400435347,-0.014211762752062533,-0.014211762752062498,0.01001532131538059,-0.11218468690154915,-0.11218468690154915,-0.030105346944251456,-0.1710568907711466,-0.1710568907711466,0.005902951921559771
2096,psp_fld_l2_tds_wf_20250307_v00.cdf,10,20250307,2025-03-07T02:58:44.707026000,445,0.20731067657470703,110.46218916199511,V5,envelope,-0.1708377519039572,0.13333333333333333,0.10945745331343787,0.10945745331343784,-0.01599464201964642,-0.028680261756462214,-0.028680261756462242,0.032463102325120494,0.02593856886551409,0.02593856886551412,0.05024291398175632,0.01664357193379172,0.016643571933791734,0.028671426656859927
2097,psp_fld_l2_tds_wf_20250307_v00.cdf,11,20250307,2025-03-07T02:58:49.878536000,915,0.13591088354587555,110.46197642662067,V2,envelope,0.328861811509468,-1.0,0.2583992844147786,0.25839928441477866,0.051103453299677436,0.003995888649567032,0.003995888649567032,-0.029829867582265846,0.17037980914336545,0.1703798091433654,-0.12688040459369157,0.21811755318043163,0.21811755318043166,-0.004446932811488809
2100,psp_fld_l2_tds_wf_20250307_v00.cdf,14,20250307,2025-03-07T02:58:56.868070000,908,0.13495734333992004,110.4616774471755,V5,envelope,-0.21841778102731818,1.0,-0.11550140801762818,-0.11550140801762818,0.014225168771595742,-0.0982557443032552,-0.09825574430325519,0.07558176045200583,-0.1216672222094345,-0.12166722220943452,0.02237529313712073,-0.12537569574704643,-0.12537569574704638,-0.017628124086120932
2101,psp_fld_l2_tds_wf_20250307_v00.cdf,15,20250307,2025-03-07T02:58:57.061933000,237,0.3288240134716034,110.4616774471755,V5,signed_mean,0.1856325698811822,-1.0,-0.12740021818361696,0.0009026756593668028,-0.05995148839579273,0.011170633612683376,-0.07312096133270245,0.05105319657488747,-0.1462739881995601,-0.020483013658703676,0.007823525568404927,-0.1436367738533768,-0.009002379967967239,-0.009905126213564392
2103,psp_fld_l2_tds_wf_20250307_v00.cdf,17,20250307,2025-03-07T03:19:11.004483000,239,0.542850911617279,110.40988644530688,V3V4,envelope,0.30339949950077016,1.0666666666666667,-0.15524055306575626,0.15407462884991374,0.003874087536559736,0.028076929374188115,0.007644440166190546,-0.07801723470778246,-0.146155888564553,0.19168566973043408,-0.0269628907400653,-0.1457909809888035,0.2017327217380189,-0.04996434287568443
2104,psp_fld_l2_tds_wf_20250307_v00.cdf,18,20250307,2025-03-07T03:19:28.070908000,901,0.13295765221118927,110.40916055771166,V3V4,envelope,0.3182667154276617,0.6666666666666666,0.14059650117321593,0.14059650117321604,0.007996628083685065,0.02184166877635447,0.02184166877635449,-0.048170785510449884,0.18045766596431753,0.1804576659643175,-0.07452474066580084,0.19577414817730732,0.19577414817730734,0.0013507565912472073
2107,psp_fld_l2_tds_wf_20250307_v00.cdf,21,20250307,2025-03-07T03:19:30.011537000,248,0.32602420449256897,110.40907575104211,V5,envelope,-0.16911777213128346,0.8,-0.024719335499079696,-0.024719335499079717,-0.015026087418658518,0.004617028067236812,0.004617028067236798,-0.013237266026417394,-0.018925766008776254,-0.01892576600877619,-0.05639339940761733,-0.007202703376016126,-0.007202703376016084,-0.032093607362958444
2109,psp_fld_l2_tds_wf_20250307_v00.cdf,23,20250307,2025-03-07T03:19:30.229829000,264,0.5443242192268372,110.40903262900676,V2,signed_mean,0.18425727241105397,-0.3333333333333333,-0.04435727319358235,0.10239961936815636,0.06046155757466781,0.0072164465878027904,0.00035033449048625653,0.06303193162861412,-0.06267505963401772,0.09283085081467646,-0.03155910921268399,-0.06969838586269886,0.085682862700728,-0.019317055455435245
2110,psp_fld_l2_tds_wf_20250307_v00.cdf,24,20250307,2025-03-07T03:19:30.260835000,1235,0.5753304958343506,110.40903262900676,V1V2,signed_mean,0.16787909554747674,-0.4,-0.4345759312858339,-0.0462037604303996,-0.10104007498746209,-0.022030247934771593,0.048159150708863306,-0.057405832313782615,-0.4365709879781712,-0.04169146894681845,0.030625901450276945,-0.4273048425840295,-0.03526396144737344,0.033960938436565356
2112,psp_fld_l2_tds_wf_20250307_v00.cdf,26,20250307,2025-03-07T03:19:30.767244000,415,0.2079629749059677,110.40903262900676,V3V4,envelope,-0.31825079569420855,-0.8,-0.21994798510862926,-0.21994798510862928,-0.04552967220769696,-0.05633403093014084,-0.05633403093014083,0.0786942735014398,-0.23193520360549014,-0.23193520360549008,0.021106214411523622,-0.23503754202235644,-0.2350375420223564,0.0068330410969229816
2113,psp_fld_l2_tds_wf_20250307_v00.cdf,27,20250307,2025-03-07T03:19:30.921007000,1452,0.361722856760025,110.40903262900676,V2,envelope,0.18992452071131755,-1.0666666666666667,0.31745318737816763,0.15304957736479446,-0.06639548268418513,0.04961335856333083,0.0640405634964182,-0.13217101287541763,0.3412191748684331,0.14747251254987936,0.0022329060098824766,0.3682182771242578,0.14365657406125126,-0.031431695784185996
2114,psp_fld_l2_tds_wf_20250307_v00.cdf,28,20250307,2025-03-07T03:19:33.501207000,194,0.32033756375312805,110.40890470030186,V1V2,envelope,0.19499601367480715,-0.2,0.14096154064411623,0.1409615406441163,0.012488690287654085,-0.07379629046509903,-0.07379629046509903,-0.01240131169201238,0.14084820681290677,0.1408482068129068,-0.002888237063120906,0.13868416236340483,0.1386841623634048,0.005577996464499347
2115,psp_fld_l2_tds_wf_20250307_v00.cdf,29,20250307,2025-03-07T03:19:33.523455000,674,0.3425854742527008,110.40890470030186,V1V2,envelope,-0.19349661938255114,-0.8666666666666666,-0.12114323928157397,-0.11907005139617126,0.02323965423358476,-0.04203769241900064,-0.07388033482957171,-0.05261427710677697,-0.13117304680803388,-0.1490217578386725,-0.02475403727227544,-0.1280292312233391,-0.13448876631151307,0.041837048069996344
2116,psp_fld_l2_tds_wf_20250307_v00.cdf,30,20250307,2025-03-07T03:19:33.540636000,1316,0.35976412892341614,110.40890470030186,V2,envelope,-0.17262866155495246,-1.0,-0.2086968853808772,-0.060800155032360886,0.014599932367046278,-0.07332279118272356,-0.04006050851497982,0.06019156622220427,-0.23872151961008842,-0.03864138209930056,-0.018396100071545157,-0.25376526528272614,-0.031660255814150454,-0.033174505767096574
2117,psp_fld_l2_tds_wf_20250307_v00.cdf,31,20250307,2025-03-07T03:19:33.818529000,726,0.6376651525497437,110.40890470030186,V5,envelope,-0.17740152767269526,0.4666666666666667,0.0775555381097715,0.06066779483121578,-0.06915785369214077,-0.052045140717996964,-0.06611410083221356,0.022202215075520164,0.06292866211141458,0.033780485921268394,0.012528776910415085,0.052599232480582604,0.02978476716598147,0.003474933190074081
2119,psp_fld_l2_tds_wf_20250307_v00.cdf,33,20250307,2025-03-07T03:19:55.685614000,187,0.659530758857727,110.40796607733219,V3V4,envelope,0.28567386685748347,0.8,-0.05967288567142796,0.13834998716705516,-0.0147674133786858,-0.04567638466528888,-0.0004881048949080917,-0.08172229432043635,-0.049883655257976375,0.14817028497978768,0.007803730184161969,-0.04846930122381112,0.15278888792589138,-0.030368402544255255
2120,psp_fld_l2_tds_wf_20250307_v00.cdf,34,20250307,2025-03-07T03:19:55.766165000,77,0.7400771379470825,110.40796607733219,V3V4,envelope,0.2859432929138994,0.2,0.10227484771218297,0.10227484771218298,0.043941827553367285,0.06891169385134693,0.06891169385134693,-0.15604012737989437,0.2688018313013951,0.2688018313013951,-0.04794847629848959,0.2720944388685187,0.2720944388685187,-0.07026203571865958
2121,psp_fld_l2_tds_wf_20250307_v00.cdf,35,20250307,2025-03-07T03:19:55.806952000,648,0.7808573246002197,110.40796607733219,V3V4,envelope,-0.3803844098570437,1.0666666666666667,-0.25499371922673847,-0.18274721495251067,-0.04176689487821302,0.004819650528697587,0.020368844821336364,0.11580291971643451,-0.22786634682410045,-0.21851506620654096,-0.06022457777023427,-0.21124716438124802,-0.21683898165339077,-0.009663038684961822
2122,psp_fld_l2_tds_wf_20250307_v00.cdf,36,20250307,2025-03-07T03:19:55.846976000,2372,0.8208906650543213,110.40796607733219,V2,signed_mean,-0.1831516481590267,-0.4666666666666667,-0.3962415998837178,-0.11209825324385435,-0.058527915161540836,-0.09839665446776459,-0.11532769946770124,0.013223122518321147,-0.3843701784052852,-0.10605335898244149,0.004681622551698107,-0.38138024130452064,-0.10918650930310408,0.025332339372393313
2123,psp_fld_l2_tds_wf_20250307_v00.cdf,37,20250307,2025-03-07T03:19:55.869040000,1655,0.8429511189460754,110.40796607733219,V2,signed_mean,-0.25886275797926994,-0.06666666666666667,0.16830478201651966,-0.08334337406024778,-0.1448708817967212,0.04358478365612474,-0.0437046290466851,-0.033875894151788905,0.24530889914135207,-0.16046744040714023,0.031591723000568436,0.26662374409968714,-0.18782619802873404,0.025251651382962335
2126,psp_fld_l2_tds_wf_20250307_v00.cdf,40,20250307,2025-03-07T03:20:08.499872000,1834,0.36636412143707275,110.40741124047722,V1V2,envelope,-0.3240051451094735,0.13333333333333333,-0.055507389183732464,-0.30431789234936213,-0.023513674137891974,-0.037676104594445405,0.006595049651231907,0.059245154600724534,-0.029639731538666447,-0.3225994163530088,-0.0021310087098916942,-0.0018740201772941868,-0.30302340003432165,0.041096832383846274
2127,psp_fld_l2_tds_wf_20250307_v00.cdf,41,20250307,2025-03-07T03:39:15.660533000,312,0.20843088626861572,110.35844041972115,V1V2,envelope,-0.19901552079679194,0.2,-0.0051622528841568024,-0.0051622528841568024,0.029319919411302263,0.08592621164184902,0.08592621164184905,0.05878573065146616,0.07924537799235869,0.07924537799235871,-0.021786487938452052,-0.12504089308779792,-0.12504089308779784,0.0005416498629738985
2128,psp_fld_l2_tds_wf_20250307_v00.cdf,42,20250307,2025-03-07T04:44:45.399742000,928,0.40289536118507385,110.19038234871353,V2,envelope,0.1814509063992852,0.06666666666666667,0.12274638097877975,0.07568826948173957,0.03573658381738979,-0.09643552365357394,-0.10807544099711153,-0.0014521716800084232,0.14959944462759134,0.10037624271315142,-0.008438519524389208,0.19503114655107337,0.1511440341017479,-0.04490277275013746
2129,psp_fld_l2_tds_wf_20250307_v00.cdf,43,20250307,2025-03-07T07:22:16.818879000,524,0.6411773562431335,109.78452206410809,V3V4,envelope,-0.1576595295254933,0.8,0.1402934145309599,0.005016045942560603,-0.012682320346108649,-0.05156168215348745,-0.021355541408228276,0.020745230468665356,-0.08241757581759793,-0.09897139817090478,0.07169899420535246,0.17642995211555806,0.046053164666019976,-0.049227004856082696
2131,psp_fld_l2_tds_wf_20250307_v00.cdf,45,20250307,2025-03-07T08:28:40.093774000,790,0.19433754682540894,109.61275118585597,V2,envelope,0.2064421776783914,-0.8,0.03509672256271276,0.035096722562712714,0.02055362366748354,0.0497485406827593,0.04974854068275927,0.011151234659962699,0.06115828846076745,0.06115828846076743,-0.03459732296324279,0.06395757932946661,0.06395757932946658,0.06346556762344828
2132,psp_fld_l2_tds_wf_20250307_v00.cdf,46,20250307,2025-03-07T08:29:25.875720000,121,0.5380374193191528,109.61076469742706,V5,signed_mean,-0.20909580616892368,0.4666666666666667,-0.11275108512056828,-0.11275108512056826,-0.018586128935059856,-0.14191825172846945,-0.14191825172846945,-0.1714326355837615,-0.11198797931696626,-0.11198797931696627,0.05223475750546383,-0.05750298492893068,-0.057502984928930675,0.00028410170225292436
2133,psp_fld_l2_tds_wf_20250307_v00.cdf,47,20250307,2025-03-07T09:41:14.706619000,1158,0.5877856016159058,109.42444300704327,V1V2,signed_mean,-0.2823418227630484,-0.6666666666666666,-0.14588914387224103,-0.14287826338121923,-0.00040612827072774096,0.06109745809710634,0.06373072764138185,0.04427395405178226,-0.16926283249616608,-0.16764311141616517,-0.15219673312037788,-0.16666944907553002,-0.16031436182926953,0.09800161995322845
2134,psp_fld_l2_tds_wf_20250307_v00.cdf,48,20250307,2025-03-07T10:20:41.661639000,893,0.3785233795642853,109.32187724593935,V5,envelope,0.1866377856024943,-0.26666666666666666,0.04037963361562192,0.021745438784260107,0.02963729048670643,0.0974669573711815,0.09683372857793855,0.17277466986489803,0.01273959260998914,0.00037963838593209863,0.0284434507491022,0.020094400425127324,0.011509430134722092,0.04523125228406313
2135,psp_fld_l2_tds_wf_20250307_v00.cdf,49,20250307,2025-03-07T10:55:34.271099000,391,0.20142078399658203,109.23105648986632,V3V4,signed_mean,-0.15060362509910238,-0.3333333333333333,-0.033821509237347586,-0.0338215092373476,0.007820494376362983,-0.06614909265014761,-0.06614909265014765,0.04572745930724219,-0.055017270183196486,-0.05501727018319649,-0.010220873162915457,-0.03751033820570408,-0.03751033820570408,-0.04333549036240319
2138,psp_fld_l2_tds_wf_20250307_v00.cdf,52,20250307,2025-03-07T16:05:45.773453000,70,0.31941744685173035,108.41817593790427,V1V2,signed_mean,0.18430085336842802,0.0,-0.0693502697417451,-0.06935026974174507,-0.18067975588334717,-0.04118805190010698,-0.04118805190010692,-0.02592424764957007,-0.07747435462443206,-0.07747435462443208,0.18430085336842802,-0.062187041929255366,-0.062187041929255386,-0.18278024674130078
2139,psp_fld_l2_tds_wf_20250307_v00.cdf,53,20250307,2025-03-07T16:05:45.796723000,376,0.3426908850669861,108.41817593790427,V1V2,envelope,-0.21077481140168025,0.6666666666666666,-0.14730228552423436,-0.050144108769247665,0.022209583466697665,0.09898191988819216,0.02579260765231866,0.012811296726024456,-0.1328252087882859,-0.04032836619939997,-0.030649221744105844,-0.12096740054314874,-0.04789454005946492,0.03680839175297987
2141,psp_fld_l2_tds_wf_20250307_v00.cdf,55,20250307,2025-03-07T18:04:20.065320000,35,0.009030885063111782,108.10492022423459,V5,envelope,0.19095831990100645,0.9333333333333333,-0.12134401147923662,0.05005118982189177,-0.01900364423207345,-0.06890955011764738,0.031338620612813194,-0.06796949204772137,-0.048107941339736934,0.09610770615680063,0.030296988367473684,-0.03863552325175787,0.12840759878530605,0.0342344010081978
2142,psp_fld_l2_tds_wf_20250307_v00.cdf,56,20250307,2025-03-07T18:14:09.865915000,358,0.8580843210220337,108.07887595227828,V3V4,envelope,0.22132072777967948,-0.8,-0.00602995423278662,-0.006024036173840119,-0.08242711907963039,0.19206534556864224,0.19207277757943775,-0.03871492952381126,0.02840567771803529,0.028401935392836596,-0.0424504567474252,0.016806979722149607,0.016751616108874982,-0.05400495423268276
