peak_hz,fwhm_hz,fractional_bandwidth,left_hz,right_hz,peak_power_fraction,background_psd,peak_to_background,frequency_bin_hz,prominent_peak_count,flags,event,channel,utc,file,record,pc1,dust,saturated
937.5,,,,,,0.1545110312249946,23.76706031597091,468.75,0,band_edge_censored,0,V2,2025-03-22T00:25:32.148448000,psp_fld_l2_tds_wf_20250322_v00.cdf,0,3.177695220686273,True,True
1406.25,1947.7003974876495,1.3850313937689953,618.5795250781018,2566.2799225657513,0.6895285805812224,0.09784158468226087,55.42819007000421,468.75,1,,0,V4,2025-03-22T00:25:32.148448000,psp_fld_l2_tds_wf_20250322_v00.cdf,0,3.177695220686273,True,True
468.75,,,,,,0.022762163624583887,46.28773992730668,468.75,0,band_edge_censored,0,V1V2,2025-03-22T00:25:32.148448000,psp_fld_l2_tds_wf_20250322_v00.cdf,0,3.177695220686273,True,True
1406.25,1187.9528631154094,0.8447664804376245,793.527753516232,1981.4806166316414,0.31800266416891043,0.08313852055089725,11.229689087772005,468.75,1,,0,V3V4,2025-03-22T00:25:32.148448000,psp_fld_l2_tds_wf_20250322_v00.cdf,0,3.177695220686273,True,True
150000.0,624.8042144264036,0.004165361429509357,149688.64831628275,150313.45253070915,0.6329182156764663,3.0387301198946143e-09,19561.306394453575,468.75,1,resolution_limited; near_known_line_grid,0,SCM5,2025-03-22T00:25:32.148448000,psp_fld_l2_tds_wf_20250322_v00.cdf,0,3.177695220686273,True,True
2343.75,3335.560136520475,1.4231723249154027,1142.1533520039052,4477.71348852438,0.6236108267660642,0.13355966438038017,6.677507459368056,468.75,1,,1,V2,2025-03-22T00:58:18.253061000,psp_fld_l2_tds_wf_20250322_v00.cdf,1,3.2832807625998823,True,True
3281.25,4289.397388870904,1.3072449185130375,1965.2695921365118,6254.666981007416,0.5941448430789663,0.32494727843737636,3.7087089631453107,468.75,1,,1,V4,2025-03-22T00:58:18.253061000,psp_fld_l2_tds_wf_20250322_v00.cdf,1,3.2832807625998823,True,True
1406.25,1966.6586168202705,1.3985127941833035,478.11313824889993,2444.7717550691705,0.6324226585934353,0.005571694542459444,22.546068904941126,468.75,1,,1,V1V2,2025-03-22T00:58:18.253061000,psp_fld_l2_tds_wf_20250322_v00.cdf,1,3.2832807625998823,True,True
4218.75,4891.528149397989,1.1594733391165604,2436.5570097551476,7328.085159153137,0.5956044957876736,0.22833140056762452,3.020123219550944,468.75,1,,1,V3V4,2025-03-22T00:58:18.253061000,psp_fld_l2_tds_wf_20250322_v00.cdf,1,3.2832807625998823,True,True
150000.0,624.2102240773675,0.0041614014938491165,149688.47711220922,150312.6873362866,0.6063138172743007,2.9144596573400324e-09,23470.030700764837,468.75,1,resolution_limited; near_known_line_grid,1,SCM5,2025-03-22T00:58:18.253061000,psp_fld_l2_tds_wf_20250322_v00.cdf,1,3.2832807625998823,True,True
468.75,,,,,,6.409139203596743e-07,2668.2892190672765,468.75,0,band_edge_censored,2,V2,2025-03-22T01:09:27.461982000,psp_fld_l2_tds_wf_20250322_v00.cdf,2,0.27708068649326467,False,False
937.5,,,,,,9.85540118118935e-07,1150.0678934946918,468.75,0,band_edge_censored,2,V4,2025-03-22T01:09:27.461982000,psp_fld_l2_tds_wf_20250322_v00.cdf,2,0.27708068649326467,False,False
468.75,,,,,,2.74952219322608e-07,3854.8917225570017,468.75,0,band_edge_censored,2,V1V2,2025-03-22T01:09:27.461982000,psp_fld_l2_tds_wf_20250322_v00.cdf,2,0.27708068649326467,False,False
468.75,,,,,,3.758117145971607e-07,968.3224186854841,468.75,0,band_edge_censored,2,V3V4,2025-03-22T01:09:27.461982000,psp_fld_l2_tds_wf_20250322_v00.cdf,2,0.27708068649326467,False,False
150000.0,625.4905436811678,0.004169936957874452,149688.2063539412,150313.69689762237,0.5858375185829893,3.158282707448275e-09,11434.97763134557,468.75,1,resolution_limited; near_known_line_grid,2,SCM5,2025-03-22T01:09:27.461982000,psp_fld_l2_tds_wf_20250322_v00.cdf,2,0.27708068649326467,False,False
468.75,,,,,,5.350918647731482e-07,3530.2674895579203,468.75,0,band_edge_censored,3,V2,2025-03-22T01:09:27.485908000,psp_fld_l2_tds_wf_20250322_v00.cdf,3,0.27655448118438597,False,False
937.5,,,,,,8.917450222535507e-07,1075.8219373018599,468.75,0,band_edge_censored,3,V4,2025-03-22T01:09:27.485908000,psp_fld_l2_tds_wf_20250322_v00.cdf,3,0.27655448118438597,False,False
468.75,,,,,,2.9843073601528574e-07,4349.27172749694,468.75,0,band_edge_censored,3,V1V2,2025-03-22T01:09:27.485908000,psp_fld_l2_tds_wf_20250322_v00.cdf,3,0.27655448118438597,False,False
468.75,,,,,,3.1087591875722867e-07,1142.4537463806691,468.75,0,band_edge_censored,3,V3V4,2025-03-22T01:09:27.485908000,psp_fld_l2_tds_wf_20250322_v00.cdf,3,0.27655448118438597,False,False
150000.0,624.0887199284916,0.004160591466189944,149688.44224957508,150312.53096950357,0.5904406908045716,2.95396827936481e-09,15491.77777254428,468.75,1,resolution_limited; near_known_line_grid,3,SCM5,2025-03-22T01:09:27.485908000,psp_fld_l2_tds_wf_20250322_v00.cdf,3,0.27655448118438597,False,False
468.75,,,,,,5.00190104350289e-06,407.46505749866594,468.75,0,band_edge_censored,4,V2,2025-03-22T01:09:27.543494000,psp_fld_l2_tds_wf_20250322_v00.cdf,4,0.7881055578855602,False,False
468.75,,,,,,8.096377820995903e-06,118.28776483158255,468.75,0,band_edge_censored,4,V4,2025-03-22T01:09:27.543494000,psp_fld_l2_tds_wf_20250322_v00.cdf,4,0.7881055578855602,False,False
468.75,,,,,,3.7517255091214763e-07,3486.4347411726876,468.75,0,band_edge_censored,4,V1V2,2025-03-22T01:09:27.543494000,psp_fld_l2_tds_wf_20250322_v00.cdf,4,0.7881055578855602,False,False
468.75,,,,,,5.8162719888477e-07,544.5299352557698,468.75,0,band_edge_censored,4,V3V4,2025-03-22T01:09:27.543494000,psp_fld_l2_tds_wf_20250322_v00.cdf,4,0.7881055578855602,False,False
150000.0,624.6385005411867,0.004164256670274578,149688.88116734196,150313.51966788314,0.5966843233314764,2.905926741459842e-09,21397.608304488138,468.75,1,resolution_limited; near_known_line_grid,4,SCM5,2025-03-22T01:09:27.543494000,psp_fld_l2_tds_wf_20250322_v00.cdf,4,0.7881055578855602,False,False
468.75,,,,,,4.577454656445649e-06,341.1383060906306,468.75,0,band_edge_censored,5,V2,2025-03-22T01:10:20.958193000,psp_fld_l2_tds_wf_20250322_v00.cdf,5,2.475546234655136,False,False
468.75,,,,,,9.313796306507349e-06,215.7374476920984,468.75,0,band_edge_censored,5,V4,2025-03-22T01:10:20.958193000,psp_fld_l2_tds_wf_20250322_v00.cdf,5,2.475546234655136,False,False
468.75,,,,,,1.164999234919365e-06,1119.1370353842553,468.75,4,band_edge_censored; multiple_prominent_peaks,5,V1V2,2025-03-22T01:10:20.958193000,psp_fld_l2_tds_wf_20250322_v00.cdf,5,2.475546234655136,False,False
468.75,,,,,,1.6535009474382168e-06,388.6768010770478,468.75,5,band_edge_censored; multiple_prominent_peaks,5,V3V4,2025-03-22T01:10:20.958193000,psp_fld_l2_tds_wf_20250322_v00.cdf,5,2.475546234655136,False,False
150000.0,624.706466130534,0.00416470977420356,149687.68844382273,150312.39490995326,0.5923950527828636,3.022685291231511e-09,15863.034305480674,468.75,1,resolution_limited; near_known_line_grid,5,SCM5,2025-03-22T01:10:20.958193000,psp_fld_l2_tds_wf_20250322_v00.cdf,5,2.475546234655136,False,False
468.75,,,,,,1.7056797406817404e-06,1056.2911809756513,468.75,0,band_edge_censored,6,V2,2025-03-22T01:11:53.802496000,psp_fld_l2_tds_wf_20250322_v00.cdf,6,0.3994881926390998,False,False
937.5,,,,,,1.9080169562584644e-06,780.0161781495132,468.75,1,band_edge_censored,6,V4,2025-03-22T01:11:53.802496000,psp_fld_l2_tds_wf_20250322_v00.cdf,6,0.3994881926390998,False,False
468.75,,,,,,8.977086571581124e-07,1434.155603035692,468.75,0,band_edge_censored,6,V1V2,2025-03-22T01:11:53.802496000,psp_fld_l2_tds_wf_20250322_v00.cdf,6,0.3994881926390998,False,False
937.5,,,,,,1.223049619162209e-06,730.1866891263481,468.75,0,band_edge_censored,6,V3V4,2025-03-22T01:11:53.802496000,psp_fld_l2_tds_wf_20250322_v00.cdf,6,0.3994881926390998,False,False
150000.0,624.4210505977389,0.004162807003984926,149688.11650283786,150312.5375534356,0.5731235260730987,2.8765488296949684e-09,12140.114651899057,468.75,1,resolution_limited; near_known_line_grid,6,SCM5,2025-03-22T01:11:53.802496000,psp_fld_l2_tds_wf_20250322_v00.cdf,6,0.3994881926390998,False,False
468.75,,,,,,3.7651693890877765e-06,482.53243394488845,468.75,0,band_edge_censored,7,V2,2025-03-22T01:12:19.053203000,psp_fld_l2_tds_wf_20250322_v00.cdf,7,-0.3875362384449844,False,False
937.5,,,,,,6.5384088555474115e-06,156.9738418464902,468.75,0,band_edge_censored,7,V4,2025-03-22T01:12:19.053203000,psp_fld_l2_tds_wf_20250322_v00.cdf,7,-0.3875362384449844,False,False
468.75,,,,,,4.206244126202786e-07,3196.8481238471936,468.75,0,band_edge_censored,7,V1V2,2025-03-22T01:12:19.053203000,psp_fld_l2_tds_wf_20250322_v00.cdf,7,-0.3875362384449844,False,False
468.75,,,,,,9.159123508332566e-07,908.3425538427512,468.75,0,band_edge_censored,7,V3V4,2025-03-22T01:12:19.053203000,psp_fld_l2_tds_wf_20250322_v00.cdf,7,-0.3875362384449844,False,False
150000.0,623.3772884332284,0.004155848589554856,149687.68686813483,150311.06415656806,0.5303387226679059,2.961509795118438e-09,4363.543293749116,468.75,1,resolution_limited; near_known_line_grid,7,SCM5,2025-03-22T01:12:19.053203000,psp_fld_l2_tds_wf_20250322_v00.cdf,7,-0.3875362384449844,False,False
468.75,,,,,,2.340188081883893e-06,898.5211075232235,468.75,0,band_edge_censored,8,V2,2025-03-22T01:12:19.078029000,psp_fld_l2_tds_wf_20250322_v00.cdf,8,-0.08756726923686177,False,False
937.5,,,,,,6.608307118802048e-06,161.77080494276504,468.75,0,band_edge_censored,8,V4,2025-03-22T01:12:19.078029000,psp_fld_l2_tds_wf_20250322_v00.cdf,8,-0.08756726923686177,False,False
468.75,,,,,,2.8196007203022506e-07,3968.2721531919346,468.75,0,band_edge_censored,8,V1V2,2025-03-22T01:12:19.078029000,psp_fld_l2_tds_wf_20250322_v00.cdf,8,-0.08756726923686177,False,False
468.75,,,,,,1.4032178776135882e-06,343.49099437998393,468.75,0,band_edge_censored,8,V3V4,2025-03-22T01:12:19.078029000,psp_fld_l2_tds_wf_20250322_v00.cdf,8,-0.08756726923686177,False,False
150000.0,625.3970406375884,0.004169313604250589,149685.55125448655,150310.94829512414,0.47411576566259334,2.7979396351971714e-09,2733.4789669940837,468.75,1,resolution_limited; near_known_line_grid,8,SCM5,2025-03-22T01:12:19.078029000,psp_fld_l2_tds_wf_20250322_v00.cdf,8,-0.08756726923686177,False,False
468.75,,,,,,8.986749812706894e-07,2258.087487695332,468.75,0,band_edge_censored,9,V2,2025-03-22T01:12:19.142452000,psp_fld_l2_tds_wf_20250322_v00.cdf,9,0.22357988572277918,False,False
937.5,,,,,,1.1663735396266271e-06,923.6436827295299,468.75,0,band_edge_censored,9,V4,2025-03-22T01:12:19.142452000,psp_fld_l2_tds_wf_20250322_v00.cdf,9,0.22357988572277918,False,False
468.75,,,,,,2.9175727801351006e-07,4100.751281338407,468.75,0,band_edge_censored,9,V1V2,2025-03-22T01:12:19.142452000,psp_fld_l2_tds_wf_20250322_v00.cdf,9,0.22357988572277918,False,False
468.75,,,,,,4.142916512764902e-07,1248.8790694528514,468.75,0,band_edge_censored,9,V3V4,2025-03-22T01:12:19.142452000,psp_fld_l2_tds_wf_20250322_v00.cdf,9,0.22357988572277918,False,False
150000.0,625.3496050809626,0.004168997367206418,149686.25453026424,150311.6041353452,0.4732425419821638,2.90312653706354e-09,2616.96445278599,468.75,1,resolution_limited; near_known_line_grid,9,SCM5,2025-03-22T01:12:19.142452000,psp_fld_l2_tds_wf_20250322_v00.cdf,9,0.22357988572277918,False,False
468.75,,,,,,7.21727858413048e-06,265.92685338432995,468.75,0,band_edge_censored,10,V2,2025-03-22T01:12:29.944669000,psp_fld_l2_tds_wf_20250322_v00.cdf,10,0.410208134419765,False,False
468.75,,,,,,1.2971974535095793e-05,76.40596133271731,468.75,0,band_edge_censored,10,V4,2025-03-22T01:12:29.944669000,psp_fld_l2_tds_wf_20250322_v00.cdf,10,0.410208134419765,False,False
468.75,,,,,,4.1570644272150464e-07,2473.0612079620214,468.75,0,band_edge_censored,10,V1V2,2025-03-22T01:12:29.944669000,psp_fld_l2_tds_wf_20250322_v00.cdf,10,0.410208134419765,False,False
468.75,,,,,,1.4204218861825428e-06,302.13239305222004,468.75,0,band_edge_censored,10,V3V4,2025-03-22T01:12:29.944669000,psp_fld_l2_tds_wf_20250322_v00.cdf,10,0.410208134419765,False,False
150000.0,625.4181202251348,0.004169454134834232,149687.40748431825,150312.82560454338,0.4114400178593586,2.81275037134594e-09,3386.581866518762,468.75,2,resolution_limited; multiple_prominent_peaks; near_known_line_grid,10,SCM5,2025-03-22T01:12:29.944669000,psp_fld_l2_tds_wf_20250322_v00.cdf,10,0.410208134419765,False,False
468.75,,,,,,7.139034539256187e-07,2633.441695226383,468.75,0,band_edge_censored,11,V2,2025-03-22T01:12:30.086286000,psp_fld_l2_tds_wf_20250322_v00.cdf,11,0.4035446985606767,False,False
468.75,,,,,,3.3759551667074654e-06,459.32982099097296,468.75,0,band_edge_censored,11,V4,2025-03-22T01:12:30.086286000,psp_fld_l2_tds_wf_20250322_v00.cdf,11,0.4035446985606767,False,False
468.75,,,,,,3.1085741039952754e-07,4128.253967504964,468.75,0,band_edge_censored,11,V1V2,2025-03-22T01:12:30.086286000,psp_fld_l2_tds_wf_20250322_v00.cdf,11,0.4035446985606767,False,False
468.75,,,,,,1.92199110050771e-06,604.7672404168965,468.75,0,band_edge_censored,11,V3V4,2025-03-22T01:12:30.086286000,psp_fld_l2_tds_wf_20250322_v00.cdf,11,0.4035446985606767,False,False
150000.0,622.3683976802276,0.004149122651201518,149690.53814490588,150312.9065425861,0.32003016948196306,2.8514607215176617e-09,1477.5423514337094,468.75,2,resolution_limited; multiple_prominent_peaks; near_known_line_grid,11,SCM5,2025-03-22T01:12:30.086286000,psp_fld_l2_tds_wf_20250322_v00.cdf,11,0.4035446985606767,False,False
468.75,,,,,,4.2434340308280085e-06,430.03542251806317,468.75,0,band_edge_censored,12,V2,2025-03-22T01:12:30.207273000,psp_fld_l2_tds_wf_20250322_v00.cdf,12,-0.05577865139310575,False,False
937.5,,,,,,6.780159642198059e-06,170.57344659960606,468.75,0,band_edge_censored,12,V4,2025-03-22T01:12:30.207273000,psp_fld_l2_tds_wf_20250322_v00.cdf,12,-0.05577865139310575,False,False
468.75,,,,,,3.4467130088589046e-07,3364.776665404584,468.75,0,band_edge_censored,12,V1V2,2025-03-22T01:12:30.207273000,psp_fld_l2_tds_wf_20250322_v00.cdf,12,-0.05577865139310575,False,False
468.75,,,,,,8.289152880382306e-07,426.19007219709255,468.75,0,band_edge_censored,12,V3V4,2025-03-22T01:12:30.207273000,psp_fld_l2_tds_wf_20250322_v00.cdf,12,-0.05577865139310575,False,False
150000.0,624.6296583212388,0.004164197722141592,149688.7954485275,150313.42510684874,0.5774954255840409,3.1970694284504473e-09,8458.881548826344,468.75,1,resolution_limited; near_known_line_grid,12,SCM5,2025-03-22T01:12:30.207273000,psp_fld_l2_tds_wf_20250322_v00.cdf,12,-0.05577865139310575,False,False
468.75,,,,,,2.4336467564697785e-06,817.5971776339727,468.75,0,band_edge_censored,13,V2,2025-03-22T01:12:30.224821000,psp_fld_l2_tds_wf_20250322_v00.cdf,13,-0.17973544870629793,False,False
937.5,,,,,,4.450916488786966e-06,247.76268970436732,468.75,0,band_edge_censored,13,V4,2025-03-22T01:12:30.224821000,psp_fld_l2_tds_wf_20250322_v00.cdf,13,-0.17973544870629793,False,False
468.75,,,,,,2.801584058835265e-07,4052.980844552264,468.75,0,band_edge_censored,13,V1V2,2025-03-22T01:12:30.224821000,psp_fld_l2_tds_wf_20250322_v00.cdf,13,-0.17973544870629793,False,False
468.75,,,,,,8.504046089521162e-07,461.1754085439466,468.75,0,band_edge_censored,13,V3V4,2025-03-22T01:12:30.224821000,psp_fld_l2_tds_wf_20250322_v00.cdf,13,-0.17973544870629793,False,False
150000.0,625.2088011924934,0.004168058674616623,149688.67834033078,150313.88714152327,0.6047237669830356,3.092430278429677e-09,11615.638498608927,468.75,1,resolution_limited; near_known_line_grid,13,SCM5,2025-03-22T01:12:30.224821000,psp_fld_l2_tds_wf_20250322_v00.cdf,13,-0.17973544870629793,False,False
468.75,,,,,,6.722961922951964e-07,3242.9983358450972,468.75,0,band_edge_censored,14,V2,2025-03-22T01:12:30.269331000,psp_fld_l2_tds_wf_20250322_v00.cdf,14,-0.4201158656499733,False,False
937.5,,,,,,1.1837090953046808e-06,1053.6080733750525,468.75,0,band_edge_censored,14,V4,2025-03-22T01:12:30.269331000,psp_fld_l2_tds_wf_20250322_v00.cdf,14,-0.4201158656499733,False,False
468.75,,,,,,2.3082022745718357e-07,5239.732683600071,468.75,0,band_edge_censored,14,V1V2,2025-03-22T01:12:30.269331000,psp_fld_l2_tds_wf_20250322_v00.cdf,14,-0.4201158656499733,False,False
468.75,,,,,,4.595741585113868e-07,1020.4120819398819,468.75,0,band_edge_censored,14,V3V4,2025-03-22T01:12:30.269331000,psp_fld_l2_tds_wf_20250322_v00.cdf,14,-0.4201158656499733,False,False
150000.0,624.6519435681694,0.004164346290454463,149688.45349099048,150313.10543455865,0.6422036037356342,2.927221662404109e-09,20389.70209666598,468.75,1,resolution_limited; near_known_line_grid,14,SCM5,2025-03-22T01:12:30.269331000,psp_fld_l2_tds_wf_20250322_v00.cdf,14,-0.4201158656499733,False,False
468.75,,,,,,6.38846039142979e-07,2820.789963933183,468.75,0,band_edge_censored,15,V2,2025-03-22T01:12:30.287809000,psp_fld_l2_tds_wf_20250322_v00.cdf,15,-0.2723911511615896,False,False
937.5,,,,,,9.378357532004868e-07,1176.1075822007008,468.75,1,band_edge_censored,15,V4,2025-03-22T01:12:30.287809000,psp_fld_l2_tds_wf_20250322_v00.cdf,15,-0.2723911511615896,False,False
468.75,,,,,,2.2154582774831943e-07,4477.5473855630025,468.75,0,band_edge_censored,15,V1V2,2025-03-22T01:12:30.287809000,psp_fld_l2_tds_wf_20250322_v00.cdf,15,-0.2723911511615896,False,False
937.5,,,,,,3.6479728131031404e-07,799.241438895348,468.75,0,band_edge_censored,15,V3V4,2025-03-22T01:12:30.287809000,psp_fld_l2_tds_wf_20250322_v00.cdf,15,-0.2723911511615896,False,False
150000.0,624.7402575165033,0.004164935050110022,149688.0152770456,150312.7555345621,0.6476177252249936,3.029702364956274e-09,23356.024664856213,468.75,1,resolution_limited; near_known_line_grid,15,SCM5,2025-03-22T01:12:30.287809000,psp_fld_l2_tds_wf_20250322_v00.cdf,15,-0.2723911511615896,False,False
468.75,,,,,,5.8425039525599204e-06,293.9501265543228,468.75,0,band_edge_censored,16,V2,2025-03-22T01:12:30.378828000,psp_fld_l2_tds_wf_20250322_v00.cdf,16,-0.2601290561898721,False,False
937.5,,,,,,8.378890385565723e-06,127.50592749346205,468.75,0,band_edge_censored,16,V4,2025-03-22T01:12:30.378828000,psp_fld_l2_tds_wf_20250322_v00.cdf,16,-0.2601290561898721,False,False
468.75,,,,,,2.9766800423958237e-07,3732.3484305649527,468.75,0,band_edge_censored,16,V1V2,2025-03-22T01:12:30.378828000,psp_fld_l2_tds_wf_20250322_v00.cdf,16,-0.2601290561898721,False,False
937.5,,,,,,6.305491589355468e-07,529.8097662613217,468.75,0,band_edge_censored,16,V3V4,2025-03-22T01:12:30.378828000,psp_fld_l2_tds_wf_20250322_v00.cdf,16,-0.2601290561898721,False,False
150000.0,624.604579114879,0.0041640305274325265,149688.09190624914,150312.69648536402,0.6453645288691385,2.9727229245536047e-09,36948.64808041478,468.75,1,resolution_limited; near_known_line_grid,16,SCM5,2025-03-22T01:12:30.378828000,psp_fld_l2_tds_wf_20250322_v00.cdf,16,-0.2601290561898721,False,False
468.75,,,,,,5.840522907966582e-06,277.2050433952284,468.75,0,band_edge_censored,17,V2,2025-03-22T01:12:30.615080000,psp_fld_l2_tds_wf_20250322_v00.cdf,17,0.11416463293670613,False,False
937.5,,,,,,9.30087182230122e-06,116.10064484358892,468.75,0,band_edge_censored,17,V4,2025-03-22T01:12:30.615080000,psp_fld_l2_tds_wf_20250322_v00.cdf,17,0.11416463293670613,False,False
468.75,,,,,,3.88969596269033e-07,2958.500877267457,468.75,0,band_edge_censored,17,V1V2,2025-03-22T01:12:30.615080000,psp_fld_l2_tds_wf_20250322_v00.cdf,17,0.11416463293670613,False,False
937.5,,,,,,8.880077728901735e-07,495.6257295636289,468.75,0,band_edge_censored,17,V3V4,2025-03-22T01:12:30.615080000,psp_fld_l2_tds_wf_20250322_v00.cdf,17,0.11416463293670613,False,False
150000.0,624.320852686913,0.004162139017912753,149687.89219045377,150312.21304314068,0.6171543359757259,2.8952511025783793e-09,24309.3322317322,468.75,1,resolution_limited; near_known_line_grid,17,SCM5,2025-03-22T01:12:30.615080000,psp_fld_l2_tds_wf_20250322_v00.cdf,17,0.11416463293670613,False,False
468.75,,,,,,3.23598621194988e-06,496.47449901721774,468.75,0,band_edge_censored,18,V2,2025-03-22T01:12:30.847380000,psp_fld_l2_tds_wf_20250322_v00.cdf,18,-0.04553470784311475,False,False
937.5,,,,,,6.116835087107449e-06,171.5526565893716,468.75,1,band_edge_censored,18,V4,2025-03-22T01:12:30.847380000,psp_fld_l2_tds_wf_20250322_v00.cdf,18,-0.04553470784311475,False,False
468.75,,,,,,3.051661085938843e-07,3161.3169578445118,468.75,0,band_edge_censored,18,V1V2,2025-03-22T01:12:30.847380000,psp_fld_l2_tds_wf_20250322_v00.cdf,18,-0.04553470784311475,False,False
937.5,,,,,,4.984525184217442e-07,761.2780512279606,468.75,0,band_edge_censored,18,V3V4,2025-03-22T01:12:30.847380000,psp_fld_l2_tds_wf_20250322_v00.cdf,18,-0.04553470784311475,False,False
150000.0,625.3762672713783,0.004169175115142522,149687.9547861391,150313.33105341048,0.619986355349285,2.6917369986335662e-09,24126.70630297059,468.75,1,resolution_limited; near_known_line_grid,18,SCM5,2025-03-22T01:12:30.847380000,psp_fld_l2_tds_wf_20250322_v00.cdf,18,-0.04553470784311475,False,False
468.75,,,,,,2.331298351997553e-06,669.2021483415464,468.75,0,band_edge_censored,19,V2,2025-03-22T01:12:32.183775000,psp_fld_l2_tds_wf_20250322_v00.cdf,19,0.042081327242026054,False,False
937.5,,,,,,3.663456391740731e-06,277.7691945201283,468.75,0,band_edge_censored,19,V4,2025-03-22T01:12:32.183775000,psp_fld_l2_tds_wf_20250322_v00.cdf,19,0.042081327242026054,False,False
468.75,,,,,,3.279941997460223e-07,2702.024089557374,468.75,0,band_edge_censored,19,V1V2,2025-03-22T01:12:32.183775000,psp_fld_l2_tds_wf_20250322_v00.cdf,19,0.042081327242026054,False,False
937.5,,,,,,5.212595859078302e-07,651.9914232767901,468.75,0,band_edge_censored,19,V3V4,2025-03-22T01:12:32.183775000,psp_fld_l2_tds_wf_20250322_v00.cdf,19,0.042081327242026054,False,False
150000.0,625.283718935505,0.0041685581262367,149688.52666196876,150313.81038090427,0.6051354165512424,2.9083073754247683e-09,10921.540744526208,468.75,1,resolution_limited; near_known_line_grid,19,SCM5,2025-03-22T01:12:32.183775000,psp_fld_l2_tds_wf_20250322_v00.cdf,19,0.042081327242026054,False,False
468.75,,,,,,3.7955221457072133e-06,457.9430163173139,468.75,0,band_edge_censored,20,V2,2025-03-22T01:12:33.037840000,psp_fld_l2_tds_wf_20250322_v00.cdf,20,0.20266494118718242,False,False
937.5,,,,,,6.54940291144448e-06,181.3919076950528,468.75,0,band_edge_censored,20,V4,2025-03-22T01:12:33.037840000,psp_fld_l2_tds_wf_20250322_v00.cdf,20,0.20266494118718242,False,False
468.75,,,,,,3.8044242845613736e-07,2435.8192099037833,468.75,0,band_edge_censored,20,V1V2,2025-03-22T01:12:33.037840000,psp_fld_l2_tds_wf_20250322_v00.cdf,20,0.20266494118718242,False,False
937.5,,,,,,6.302450697644248e-07,549.9244208088925,468.75,1,band_edge_censored,20,V3V4,2025-03-22T01:12:33.037840000,psp_fld_l2_tds_wf_20250322_v00.cdf,20,0.20266494118718242,False,False
150000.0,624.5735378429235,0.00416382358561949,149688.09620097227,150312.6697388152,0.40447549460673315,2.915914736035166e-09,4542.500500417219,468.75,2,resolution_limited; multiple_prominent_peaks; near_known_line_grid,20,SCM5,2025-03-22T01:12:33.037840000,psp_fld_l2_tds_wf_20250322_v00.cdf,20,0.20266494118718242,False,False
468.75,,,,,,2.0043107007676074e-05,68.73540206180121,468.75,0,band_edge_censored,21,V2,2025-03-22T01:12:35.198165000,psp_fld_l2_tds_wf_20250322_v00.cdf,21,2.1245022829764824,False,False
937.5,,,,,,5.670750822811817e-05,22.43141703512828,468.75,1,band_edge_censored,21,V4,2025-03-22T01:12:35.198165000,psp_fld_l2_tds_wf_20250322_v00.cdf,21,2.1245022829764824,False,False
468.75,,,,,,6.421649574256243e-06,118.14716496936015,468.75,0,band_edge_censored,21,V1V2,2025-03-22T01:12:35.198165000,psp_fld_l2_tds_wf_20250322_v00.cdf,21,2.1245022829764824,False,False
937.5,672.4301132481594,0.7172587874647034,572.153749727368,1244.5838629755274,0.060517349648998464,3.0419860262890083e-05,10.178403123329526,468.75,3,resolution_limited; multiple_prominent_peaks,21,V3V4,2025-03-22T01:12:35.198165000,psp_fld_l2_tds_wf_20250322_v00.cdf,21,2.1245022829764824,False,False
150000.0,624.7066934267641,0.004164711289511761,149689.51828767976,150314.22498110653,0.5217557918105115,2.809686402016937e-09,4631.839431060434,468.75,1,resolution_limited; near_known_line_grid,21,SCM5,2025-03-22T01:12:35.198165000,psp_fld_l2_tds_wf_20250322_v00.cdf,21,2.1245022829764824,False,False
468.75,,,,,,1.8242691170451307e-06,882.5923785274624,468.75,0,band_edge_censored,22,V2,2025-03-22T01:12:35.267150000,psp_fld_l2_tds_wf_20250322_v00.cdf,22,-0.25013074925437845,False,False
937.5,,,,,,2.9376212081589905e-06,443.26590370933775,468.75,0,band_edge_censored,22,V4,2025-03-22T01:12:35.267150000,psp_fld_l2_tds_wf_20250322_v00.cdf,22,-0.25013074925437845,False,False
468.75,,,,,,2.428349145441613e-07,3324.919033072429,468.75,0,band_edge_censored,22,V1V2,2025-03-22T01:12:35.267150000,psp_fld_l2_tds_wf_20250322_v00.cdf,22,-0.25013074925437845,False,False
937.5,723.973592364277,0.7722384985218955,515.3543949887066,1239.3279873529837,0.4658372845779521,5.083811977359781e-07,615.8061970932007,468.75,1,resolution_limited,22,V3V4,2025-03-22T01:12:35.267150000,psp_fld_l2_tds_wf_20250322_v00.cdf,22,-0.25013074925437845,False,False
150000.0,624.1895669450751,0.004161263779633833,149688.57806153694,150312.76762848202,0.5921302401844154,2.866635043321585e-09,13788.578770330609,468.75,1,resolution_limited; near_known_line_grid,22,SCM5,2025-03-22T01:12:35.267150000,psp_fld_l2_tds_wf_20250322_v00.cdf,22,-0.25013074925437845,False,False
468.75,,,,,,5.219664668971572e-06,274.02341407337894,468.75,0,band_edge_censored,23,V2,2025-03-22T01:12:35.403365000,psp_fld_l2_tds_wf_20250322_v00.cdf,23,-0.11133534003786273,False,False
937.5,,,,,,7.820445470096218e-06,140.02945812128345,468.75,0,band_edge_censored,23,V4,2025-03-22T01:12:35.403365000,psp_fld_l2_tds_wf_20250322_v00.cdf,23,-0.11133534003786273,False,False
