event,counts__log_dispersion_16,counts__log_dispersion_128,counts__log_dispersion_1024,counts__width90,counts__asymmetry,counts__top10pct_fraction,counts__bin_entropy,counts__spectral_entropy,counts__spectral_peak3,counts__fano_sample,count_pair_V2__envelope_corr,count_pair_V4__envelope_corr,count_pair_V1V2__envelope_corr,count_pair_V3V4__envelope_corr,count_pair_SCM5__envelope_corr
30,0.30986452961729843,1.05222736841018,1.9001381934074075,0.8970723054846934,-0.05400384607593794,0.1469579646017699,0.9894041494304829,0.9884079376535445,0.01889665349381888,0.6161813458446619,0.13141734646346967,0.16664220581175065,0.15364491032542807,0.14793314627704482,0.09573127156731986
31,0.23600755425921488,0.9262983256970615,1.6964720442979575,0.9042071309655928,0.030891972726679193,0.12097304404996713,0.9944811480510485,0.984208327734325,0.023474399460535835,0.5019976581608712,-0.12010474012198494,-0.22952643592650115,-0.23921708180369416,-0.40474498606959336,-0.09562919847335516
32,0.2223506614041736,0.88362684531485,1.7366940584373547,0.8810834835737177,-0.009499260379203463,0.14040347261257885,0.991612932455395,0.9919724699266096,0.010715707449781366,0.6469346213909377,0.15368694172472708,0.1378511110957978,-0.030279197228708858,0.04843786395865334,0.004860347685548862
33,0.10094566541123995,0.3716072295651437,0.9778565329597249,0.897253787878789,0.0759387050943792,0.13799814643188138,0.9959446431971797,0.9826749120530535,0.03699817877157016,0.7582268864787532,-0.19609502024307723,-0.2166627689594218,-0.2522707148002248,-0.2439990129312491,0.33282411927362127
34,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.2977851842135639,0.9779558096821133,1.8361197879634492,0.8608687789351851,-0.5719897652649222,0.28007235453723245,0.9420370661102804,0.9927037261367067,0.006575442511879201,0.934376022391919,0.015150518576540088,0.0928245339133737,0.112941663682354,0.1635840243336488,-0.45774145029366264
36,0.258083131173393,0.9618343619446904,1.7662678027576846,0.9059442497058492,0.07083149221156754,0.12441706995160581,0.9937326633123269,0.9868314482892891,0.0200063601862566,0.5206056263268855,0.03230719255991711,-0.05925150385512831,-0.0011469742649355963,-0.1694069042639335,0.07231945809999067
37,-0.0029969473182917235,0.02530064376625212,0.2739951387418699,0.825390625,-0.6625650733554188,1.0,0.4962269728033514,0.9932247412628799,0.0030785602105840226,0.9995117038483841,-0.04354613003736493,-0.051660348067127534,-0.10490209615171767,-0.0842902733380978,0.01866859766146821
38,0.1125397838484953,0.4126561525402987,1.1262366692167567,0.6657226562500012,-0.2674848825648276,0.31921331316187596,0.9064969867747354,0.9931209377187258,0.003735328894331493,0.9859094056430249,0.2228344330256823,0.2142740186086451,0.1491383072426255,0.13629721877844564,-0.039761155015234265
39,0.19500392409798142,0.8617553379281565,1.66453479683849,0.9024986190025249,0.03339947776683541,0.11885161130186572,0.9953351834743478,0.9865789555990916,0.020163099646928574,0.49827953717678586,0.22170191709884637,0.1826118334160937,0.15110024975356914,0.2181542740090811,0.008114143119557032
40,-0.0294099226286304,0.0623377449602798,0.4366526530399346,0.8982274856759889,0.03064774455159633,0.12252875291287679,0.9985879749133586,0.9928987495399931,0.011008211091486215,0.7052992830334263,0.17277511165976311,0.15187980581032912,0.13038150726162226,0.17837506316741605,-0.008040321266233573
